id_avis,id_produit,id_client,id_achat,commentaire,note
647,655,592,695,Curabitur gravida nisi at nibh.,4.2
648,662,593,696,Donec dapibus. Duis at velit eu est congue elementum.,3.7
649,663,598,697,Quisque id justo sit amet sapien dignissim vestibulum. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Nulla dapibus dolor vel est.,0.0
650,667,602,700,Vivamus vel nulla eget eros elementum pellentesque. Quisque porta volutpat erat.,1.0
651,668,603,706,In congue. Etiam justo.,3.6
652,670,615,711,Etiam faucibus cursus urna.,0.9
653,672,616,713,Morbi a ipsum.,2.6
654,674,617,714,"Morbi vel lectus in quam fringilla rhoncus. Mauris enim leo, rhoncus sed, vestibulum sit amet, cursus id, turpis.",3.1
655,677,618,715,Praesent blandit lacinia erat. Vestibulum sed magna at nunc commodo placerat.,1.8
656,679,622,727,Curabitur gravida nisi at nibh. In hac habitasse platea dictumst.,0.1
657,682,624,728,Aliquam sit amet diam in magna bibendum imperdiet.,2.5
658,683,625,730,"Lorem ipsum dolor sit amet, consectetuer adipiscing elit.",0.1
659,684,629,738,Duis aliquam convallis nunc. Proin at turpis a pede posuere nonummy.,1.3
660,686,630,741,Nullam molestie nibh in lectus. Pellentesque at nulla.,1.5
661,690,635,744,"Maecenas leo odio, condimentum id, luctus nec, molestie sed, justo. Pellentesque viverra pede ac diam.",4.6
662,693,637,746,"Donec diam neque, vestibulum eget, vulputate ut, ultrices vel, augue.",0.1
663,695,639,747,Quisque id justo sit amet sapien dignissim vestibulum.,1.1
664,696,642,749,Praesent lectus.,3.1
665,697,643,754,Vivamus in felis eu sapien cursus vestibulum. Proin eu mi.,1.5
666,699,645,757,"Integer non velit. Donec diam neque, vestibulum eget, vulputate ut, ultrices vel, augue.",2.1
667,701,653,759,Nullam porttitor lacus at turpis.,4.2
668,704,654,760,Maecenas tincidunt lacus at velit. Vivamus vel nulla eget eros elementum pellentesque.,3.3
669,705,655,762,Proin risus. Praesent lectus.,1.3
670,708,656,763,Nulla tellus.,1.9
671,710,658,764,"Vestibulum ac est lacinia nisi venenatis tristique. Fusce congue, diam id ornare imperdiet, sapien urna pretium nisl, ut volutpat sapien arcu sed augue.",0.4
672,712,661,766,Mauris sit amet eros. Suspendisse accumsan tortor quis turpis.,3.9
673,715,664,768,Suspendisse potenti.,4.2
674,717,665,769,Integer a nibh. In quis justo.,1.4
675,719,669,771,Mauris lacinia sapien quis libero.,1.5
676,720,670,776,"Lorem ipsum dolor sit amet, consectetuer adipiscing elit. Proin interdum mauris non ligula pellentesque ultrices.",3.4
677,721,671,779,Pellentesque at nulla.,0.7
678,722,672,780,"Morbi odio odio, elementum eu, interdum eu, tincidunt in, leo.",2.7
679,727,677,785,"Vestibulum quam sapien, varius ut, blandit non, interdum in, ante.",1.6
680,728,681,789,Morbi non lectus. Aliquam sit amet diam in magna bibendum imperdiet.,0.0
681,729,683,796,Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Mauris viverra diam vitae quam.,4.7
682,732,684,800,Maecenas rhoncus aliquam lacus. Morbi quis tortor id nulla ultrices aliquet.,1.9
683,733,686,802,Nam nulla.,4.7
684,734,687,803,"Lorem ipsum dolor sit amet, consectetuer adipiscing elit. Proin risus.",3.9
685,736,689,804,Sed ante. Vivamus tortor.,0.9
686,737,690,805,Integer ac leo. Pellentesque ultrices mattis odio.,4.5
687,738,695,806,Aliquam non mauris.,1.8
688,743,701,808,Duis bibendum.,4.4
689,747,702,811,Duis bibendum. Morbi non quam nec dui luctus rutrum.,1.2
690,748,706,814,"Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus. Vivamus vestibulum sagittis sapien.",4.3
691,752,708,817,Donec posuere metus vitae ipsum. Aliquam non mauris.,4.6
692,755,709,822,"Integer pede justo, lacinia eget, tincidunt eget, tempus vel, pede.",2.7
693,758,711,825,"Donec odio justo, sollicitudin ut, suscipit a, feugiat et, eros. Vestibulum ac est lacinia nisi venenatis tristique.",4.1
694,759,712,826,Aliquam non mauris. Morbi non lectus.,0.9
695,761,713,827,"Cras mi pede, malesuada in, imperdiet et, commodo vulputate, justo.",1.2
696,763,715,830,Morbi a ipsum.,0.4
697,765,719,833,"Morbi quis tortor id nulla ultrices aliquet. Maecenas leo odio, condimentum id, luctus nec, molestie sed, justo.",0.8
698,768,721,843,Cras non velit nec nisi vulputate nonummy. Maecenas tincidunt lacus at velit.,2.7
699,770,726,844,Etiam vel augue. Vestibulum rutrum rutrum neque.,5.0
700,771,732,845,Sed vel enim sit amet nunc viverra dapibus. Nulla suscipit ligula in lacus.,3.7
701,773,735,848,Maecenas pulvinar lobortis est. Phasellus sit amet erat.,4.9
702,775,736,849,"Nam congue, risus semper porta volutpat, quam pede lobortis ligula, sit amet eleifend pede libero quis orci. Nullam molestie nibh in lectus.",3.1
703,776,738,850,Suspendisse accumsan tortor quis turpis.,2.4
704,779,739,851,Donec semper sapien a libero.,2.1
705,780,741,852,Pellentesque eget nunc. Donec quis orci eget orci vehicula condimentum.,1.4
706,786,742,854,"Duis bibendum, felis sed interdum venenatis, turpis enim blandit mi, in porttitor pede justo eu massa.",1.5
707,789,744,855,Nulla mollis molestie lorem. Quisque ut erat.,2.8
708,790,745,856,Sed vel enim sit amet nunc viverra dapibus.,0.9
709,792,746,859,Maecenas pulvinar lobortis est. Phasellus sit amet erat.,2.9
710,797,755,863,Mauris ullamcorper purus sit amet nulla.,1.0
711,803,756,864,"Aliquam sit amet diam in magna bibendum imperdiet. Nullam orci pede, venenatis non, sodales sed, tincidunt eu, felis.",4.3
712,804,757,865,Fusce consequat. Nulla nisl.,4.3
713,806,759,878,Nullam molestie nibh in lectus. Pellentesque at nulla.,4.9
714,812,760,881,"Proin leo odio, porttitor id, consequat in, consequat ut, nulla.",0.0
715,816,763,883,Mauris lacinia sapien quis libero. Nullam sit amet turpis elementum ligula vehicula consequat.,0.5
716,819,764,884,Nunc rhoncus dui vel sem. Sed sagittis.,1.3
717,820,770,885,"Duis bibendum, felis sed interdum venenatis, turpis enim blandit mi, in porttitor pede justo eu massa. Donec dapibus.",2.6
718,827,781,887,"Aliquam augue quam, sollicitudin vitae, consectetuer eget, rutrum at, lorem. Integer tincidunt ante vel ipsum.",0.5
719,828,785,888,"Cras pellentesque volutpat dui. Maecenas tristique, est et tempus semper, est quam pharetra magna, ac consequat metus sapien ut nunc.",2.2
720,831,786,891,Duis consequat dui nec nisi volutpat eleifend.,3.3
721,834,789,892,Integer ac neque.,0.0
722,835,796,893,Pellentesque at nulla.,4.3
723,837,797,896,"In hac habitasse platea dictumst. Aliquam augue quam, sollicitudin vitae, consectetuer eget, rutrum at, lorem.",4.1
724,838,799,897,Praesent lectus.,0.5
725,844,800,898,"Suspendisse ornare consequat lectus. In est risus, auctor sed, tristique in, tempus sit amet, sem.",1.8
726,845,801,901,"Vivamus metus arcu, adipiscing molestie, hendrerit at, vulputate vitae, nisl.",2.3
727,846,804,903,"In hac habitasse platea dictumst. Aliquam augue quam, sollicitudin vitae, consectetuer eget, rutrum at, lorem.",1.6
728,848,805,904,Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Duis faucibus accumsan odio. Curabitur convallis.,1.9
729,855,806,905,Vestibulum ac est lacinia nisi venenatis tristique.,0.9
730,856,810,906,Nunc purus. Phasellus in felis.,1.6
731,857,816,910,In sagittis dui vel nisl.,0.9
732,861,820,912,"Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Donec pharetra, magna vestibulum aliquet ultrices, erat tortor sollicitudin mi, sit amet lobortis sapien sapien non mi.",4.2
733,862,822,917,"Aliquam sit amet diam in magna bibendum imperdiet. Nullam orci pede, venenatis non, sodales sed, tincidunt eu, felis.",4.5
734,864,823,918,Nunc rhoncus dui vel sem.,3.3
735,865,825,919,Proin eu mi. Nulla ac enim.,3.5
736,868,826,920,Fusce consequat.,2.2
737,869,828,922,Nam nulla.,2.0
738,873,830,924,Aenean lectus. Pellentesque eget nunc.,3.0
739,874,832,928,Nullam varius. Nulla facilisi.,3.0
740,875,833,929,"Vestibulum quam sapien, varius ut, blandit non, interdum in, ante.",1.1
741,876,836,930,Donec ut dolor.,0.5
742,878,840,932,In congue.,4.5
743,879,842,933,Praesent lectus.,4.9
744,885,846,939,Sed ante. Vivamus tortor.,2.9
745,888,847,942,"Lorem ipsum dolor sit amet, consectetuer adipiscing elit. Proin interdum mauris non ligula pellentesque ultrices.",0.9
746,889,853,943,Pellentesque viverra pede ac diam.,2.8
747,892,857,944,Suspendisse potenti.,1.3
748,893,860,945,Morbi ut odio.,3.0
749,894,862,948,Morbi non quam nec dui luctus rutrum.,3.0
750,897,865,950,Vivamus vel nulla eget eros elementum pellentesque.,0.4
751,900,866,955,Aenean auctor gravida sem. Praesent id massa id nisl venenatis lacinia.,1.7
752,905,876,957,Cras non velit nec nisi vulputate nonummy.,1.2
753,906,879,962,"Nulla neque libero, convallis eget, eleifend luctus, ultricies eu, nibh. Quisque id justo sit amet sapien dignissim vestibulum.",3.5
754,912,880,963,Sed accumsan felis.,2.5
755,914,881,965,"Maecenas tristique, est et tempus semper, est quam pharetra magna, ac consequat metus sapien ut nunc.",3.8
756,918,883,969,"Duis bibendum, felis sed interdum venenatis, turpis enim blandit mi, in porttitor pede justo eu massa.",3.4
757,920,887,970,"Maecenas tristique, est et tempus semper, est quam pharetra magna, ac consequat metus sapien ut nunc. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Mauris viverra diam vitae quam.",3.3
758,923,890,973,Nam dui.,3.3
759,925,893,974,"In hac habitasse platea dictumst. Aliquam augue quam, sollicitudin vitae, consectetuer eget, rutrum at, lorem.",2.2
760,928,894,978,"In hac habitasse platea dictumst. Aliquam augue quam, sollicitudin vitae, consectetuer eget, rutrum at, lorem.",0.8
761,929,896,980,"Quisque erat eros, viverra eget, congue eget, semper rutrum, nulla.",4.4
762,931,900,981,"Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Nulla dapibus dolor vel est. Donec odio justo, sollicitudin ut, suscipit a, feugiat et, eros.",3.8
763,932,906,983,"In hac habitasse platea dictumst. Morbi vestibulum, velit id pretium iaculis, diam erat fermentum justo, nec condimentum neque sapien placerat ante.",1.6
764,934,909,992,Etiam justo.,2.6
765,939,912,999,Sed accumsan felis. Ut at dolor quis odio consequat varius.,1.0
766,940,914,2,Nulla tempus.,2.4
767,941,916,3,Donec quis orci eget orci vehicula condimentum.,3.1
768,944,920,5,Suspendisse potenti.,0.7
769,945,923,6,Aliquam erat volutpat. In congue.,2.9
770,946,926,9,Vestibulum rutrum rutrum neque.,0.7
771,947,927,10,Pellentesque at nulla.,2.7
772,948,930,11,Pellentesque eget nunc. Donec quis orci eget orci vehicula condimentum.,3.6
773,950,933,12,Aenean fermentum.,4.4
774,951,934,18,Suspendisse potenti.,4.5
775,954,935,20,"Mauris ullamcorper purus sit amet nulla. Quisque arcu libero, rutrum ac, lobortis vel, dapibus at, diam.",4.1
776,955,936,21,In eleifend quam a odio. In hac habitasse platea dictumst.,3.8
777,957,941,26,Pellentesque ultrices mattis odio. Donec vitae nisi.,3.7
778,959,942,27,Aliquam erat volutpat.,3.3
779,960,943,28,Suspendisse accumsan tortor quis turpis. Sed ante.,0.4
780,963,956,31,Phasellus id sapien in sapien iaculis congue.,1.7
781,965,966,32,Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Duis faucibus accumsan odio. Curabitur convallis.,4.9
782,967,967,33,"Aliquam augue quam, sollicitudin vitae, consectetuer eget, rutrum at, lorem.",4.2
783,970,973,35,"Donec vitae nisi. Nam ultrices, libero non mattis pulvinar, nulla pede ullamcorper augue, a suscipit nulla elit ac nulla.",2.1
784,973,974,36,Fusce consequat. Nulla nisl.,1.5
785,975,975,37,"Quisque arcu libero, rutrum ac, lobortis vel, dapibus at, diam.",3.5
786,977,978,38,"Nam ultrices, libero non mattis pulvinar, nulla pede ullamcorper augue, a suscipit nulla elit ac nulla. Sed vel enim sit amet nunc viverra dapibus.",3.7
787,979,980,42,Nunc rhoncus dui vel sem. Sed sagittis.,4.7
788,982,982,45,"Cras in purus eu magna vulputate luctus. Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus.",2.6
789,988,985,46,"Aliquam sit amet diam in magna bibendum imperdiet. Nullam orci pede, venenatis non, sodales sed, tincidunt eu, felis.",2.3
790,990,986,49,Praesent lectus.,2.6
791,991,992,50,Nulla justo.,3.7
792,992,993,52,Nulla tempus.,4.2
793,995,995,54,In congue. Etiam justo.,0.9
794,998,996,55,Suspendisse accumsan tortor quis turpis. Sed ante.,3.9
795,7,998,56,Cras non velit nec nisi vulputate nonummy.,2.8
796,8,1,57,Proin at turpis a pede posuere nonummy.,0.5
797,10,5,58,Quisque ut erat. Curabitur gravida nisi at nibh.,2.2
798,11,18,61,Vivamus vel nulla eget eros elementum pellentesque. Quisque porta volutpat erat.,2.9
799,13,19,62,Sed vel enim sit amet nunc viverra dapibus. Nulla suscipit ligula in lacus.,0.8
800,15,20,63,Donec semper sapien a libero.,2.9
801,21,21,65,Praesent id massa id nisl venenatis lacinia.,4.4
802,22,22,66,Proin at turpis a pede posuere nonummy.,4.6
803,25,26,68,"In est risus, auctor sed, tristique in, tempus sit amet, sem. Fusce consequat.",0.1
804,27,27,71,Vestibulum sed magna at nunc commodo placerat.,2.5
805,28,28,75,Nulla mollis molestie lorem. Quisque ut erat.,1.3
806,30,30,78,Morbi quis tortor id nulla ultrices aliquet.,2.2
807,32,35,79,"Fusce congue, diam id ornare imperdiet, sapien urna pretium nisl, ut volutpat sapien arcu sed augue.",4.9
808,34,36,80,Phasellus in felis.,1.6
809,41,41,82,Nulla ut erat id mauris vulputate elementum. Nullam varius.,3.8
810,44,43,83,Maecenas ut massa quis augue luctus tincidunt. Nulla mollis molestie lorem.,0.9
811,45,47,87,"Proin leo odio, porttitor id, consequat in, consequat ut, nulla. Sed accumsan felis.",4.0
812,46,48,88,Aliquam quis turpis eget elit sodales scelerisque. Mauris sit amet eros.,2.3
813,51,52,92,Curabitur convallis.,4.1
814,52,55,93,Fusce posuere felis sed lacus.,0.3
815,53,56,94,Maecenas tincidunt lacus at velit. Vivamus vel nulla eget eros elementum pellentesque.,1.8
816,55,57,96,Aenean lectus. Pellentesque eget nunc.,4.3
817,58,58,102,"Morbi sem mauris, laoreet ut, rhoncus aliquet, pulvinar sed, nisl. Nunc rhoncus dui vel sem.",1.7
818,59,61,104,Phasellus sit amet erat. Nulla tempus.,1.9
819,60,62,107,Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Duis faucibus accumsan odio. Curabitur convallis.,3.3
820,61,63,110,"Fusce congue, diam id ornare imperdiet, sapien urna pretium nisl, ut volutpat sapien arcu sed augue.",4.3
821,70,67,111,Nulla tempus. Vivamus in felis eu sapien cursus vestibulum.,0.6
822,72,71,112,Curabitur convallis.,3.6
823,74,72,117,"Lorem ipsum dolor sit amet, consectetuer adipiscing elit. Proin risus.",0.0
824,75,74,126,Integer tincidunt ante vel ipsum.,3.1
825,76,76,128,Proin risus. Praesent lectus.,0.4
826,85,77,129,Aenean auctor gravida sem.,2.7
827,86,79,133,"Mauris ullamcorper purus sit amet nulla. Quisque arcu libero, rutrum ac, lobortis vel, dapibus at, diam.",5.0
828,88,80,135,Sed accumsan felis.,4.4
829,92,81,136,Cras in purus eu magna vulputate luctus.,4.7
830,93,84,140,Maecenas tincidunt lacus at velit.,3.8
831,94,85,142,Maecenas pulvinar lobortis est. Phasellus sit amet erat.,1.2
832,95,86,143,In quis justo. Maecenas rhoncus aliquam lacus.,3.0
833,96,87,145,Morbi non lectus. Aliquam sit amet diam in magna bibendum imperdiet.,5.0
834,97,88,148,"Cras mi pede, malesuada in, imperdiet et, commodo vulputate, justo.",2.6
835,100,91,151,Aenean auctor gravida sem. Praesent id massa id nisl venenatis lacinia.,2.1
836,105,94,154,Praesent blandit.,4.1
837,107,95,162,"In blandit ultrices enim. Lorem ipsum dolor sit amet, consectetuer adipiscing elit.",4.5
838,110,98,164,Proin at turpis a pede posuere nonummy.,3.4
839,111,101,167,"In hac habitasse platea dictumst. Morbi vestibulum, velit id pretium iaculis, diam erat fermentum justo, nec condimentum neque sapien placerat ante.",0.6
840,115,108,168,Quisque porta volutpat erat.,2.4
841,116,111,170,In quis justo.,2.2
842,118,112,173,Donec dapibus. Duis at velit eu est congue elementum.,3.4
843,120,114,178,"In hac habitasse platea dictumst. Morbi vestibulum, velit id pretium iaculis, diam erat fermentum justo, nec condimentum neque sapien placerat ante.",0.2
844,121,119,179,Morbi non lectus. Aliquam sit amet diam in magna bibendum imperdiet.,0.7
845,123,121,183,"Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus.",3.3
846,128,124,185,"In est risus, auctor sed, tristique in, tempus sit amet, sem.",4.7
847,129,127,189,Praesent id massa id nisl venenatis lacinia.,1.5
848,131,132,191,Maecenas pulvinar lobortis est.,4.9
849,137,133,193,Nulla facilisi.,0.9
850,140,134,194,Morbi non lectus.,2.5
851,144,135,195,"Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Nulla dapibus dolor vel est. Donec odio justo, sollicitudin ut, suscipit a, feugiat et, eros.",4.5
852,145,139,196,Maecenas tincidunt lacus at velit.,3.7
853,148,140,200,"Mauris ullamcorper purus sit amet nulla. Quisque arcu libero, rutrum ac, lobortis vel, dapibus at, diam.",0.6
854,151,143,204,Curabitur at ipsum ac tellus semper interdum. Mauris ullamcorper purus sit amet nulla.,2.3
855,157,145,207,Nulla ut erat id mauris vulputate elementum.,4.2
856,158,146,210,"In tempor, turpis nec euismod scelerisque, quam turpis adipiscing lorem, vitae mattis nibh ligula nec sem.",0.8
857,160,147,211,"Donec ut mauris eget massa tempor convallis. Nulla neque libero, convallis eget, eleifend luctus, ultricies eu, nibh.",1.5
858,162,151,216,Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Mauris viverra diam vitae quam. Suspendisse potenti.,1.0
859,169,152,217,"Suspendisse ornare consequat lectus. In est risus, auctor sed, tristique in, tempus sit amet, sem.",2.8
860,171,153,220,"Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus.",2.7
861,172,154,224,Phasellus in felis. Donec semper sapien a libero.,0.2
862,175,155,226,Proin risus.,3.7
863,179,156,228,"Nam congue, risus semper porta volutpat, quam pede lobortis ligula, sit amet eleifend pede libero quis orci.",4.4
864,181,159,231,Duis mattis egestas metus. Aenean fermentum.,2.2
865,184,162,232,Sed accumsan felis.,1.5
866,186,165,234,Nunc rhoncus dui vel sem.,1.6
867,187,168,238,Maecenas rhoncus aliquam lacus.,3.9
868,188,169,242,Praesent id massa id nisl venenatis lacinia.,1.8
869,189,171,244,"Fusce posuere felis sed lacus. Morbi sem mauris, laoreet ut, rhoncus aliquet, pulvinar sed, nisl.",1.1
870,193,172,246,Maecenas pulvinar lobortis est. Phasellus sit amet erat.,1.9
871,195,173,247,"Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Nulla dapibus dolor vel est. Donec odio justo, sollicitudin ut, suscipit a, feugiat et, eros.",2.8
872,199,176,248,Donec semper sapien a libero. Nam dui.,2.9
873,200,177,250,Donec quis orci eget orci vehicula condimentum.,2.1
874,202,178,251,Nullam porttitor lacus at turpis. Donec posuere metus vitae ipsum.,4.2
875,203,180,252,In congue. Etiam justo.,2.3
876,206,181,254,Morbi porttitor lorem id ligula. Suspendisse ornare consequat lectus.,4.5
877,208,182,256,Sed sagittis.,0.2
878,209,184,258,Sed sagittis.,4.5
879,210,186,261,Vestibulum sed magna at nunc commodo placerat.,3.6
880,212,189,262,Integer tincidunt ante vel ipsum.,2.9
881,213,191,264,Cras pellentesque volutpat dui.,3.1
882,214,193,265,Aliquam erat volutpat. In congue.,1.4
883,217,199,266,Etiam justo. Etiam pretium iaculis justo.,3.1
884,218,201,267,Proin interdum mauris non ligula pellentesque ultrices. Phasellus id sapien in sapien iaculis congue.,3.5
885,219,204,269,Nulla mollis molestie lorem. Quisque ut erat.,3.7
886,220,208,270,"In hac habitasse platea dictumst. Morbi vestibulum, velit id pretium iaculis, diam erat fermentum justo, nec condimentum neque sapien placerat ante.",4.8
887,222,213,272,Ut at dolor quis odio consequat varius. Integer ac leo.,3.9
888,223,214,277,Proin interdum mauris non ligula pellentesque ultrices. Phasellus id sapien in sapien iaculis congue.,4.6
889,226,215,280,Duis consequat dui nec nisi volutpat eleifend.,2.8
890,227,219,287,Nulla tempus. Vivamus in felis eu sapien cursus vestibulum.,3.0
891,237,221,288,Morbi porttitor lorem id ligula.,2.1
892,240,222,289,"Sed sagittis. Nam congue, risus semper porta volutpat, quam pede lobortis ligula, sit amet eleifend pede libero quis orci.",0.8
893,242,224,290,Fusce posuere felis sed lacus.,3.4
894,244,225,294,Nullam varius. Nulla facilisi.,4.2
895,246,227,295,Praesent lectus.,2.6
896,250,233,297,Mauris sit amet eros. Suspendisse accumsan tortor quis turpis.,1.6
897,251,234,298,Integer ac neque. Duis bibendum.,4.5
898,252,235,299,"Mauris enim leo, rhoncus sed, vestibulum sit amet, cursus id, turpis. Integer aliquet, massa id lobortis convallis, tortor risus dapibus augue, vel accumsan tellus nisi eu orci.",4.5
899,254,239,307,"Lorem ipsum dolor sit amet, consectetuer adipiscing elit.",3.7
900,255,243,309,Curabitur convallis.,3.9
901,257,244,312,Quisque ut erat.,1.4
902,260,247,314,"Fusce posuere felis sed lacus. Morbi sem mauris, laoreet ut, rhoncus aliquet, pulvinar sed, nisl.",1.4
903,263,248,315,Duis ac nibh.,2.6
904,267,254,316,"Quisque arcu libero, rutrum ac, lobortis vel, dapibus at, diam.",1.5
905,268,255,320,Proin risus.,5.0
906,270,259,322,Aenean fermentum.,2.6
907,275,261,324,Ut tellus. Nulla ut erat id mauris vulputate elementum.,4.7
908,279,263,330,Sed vel enim sit amet nunc viverra dapibus. Nulla suscipit ligula in lacus.,2.1
909,281,264,334,Aenean lectus. Pellentesque eget nunc.,0.5
910,282,265,335,Nam dui.,5.0
911,285,268,339,Sed vel enim sit amet nunc viverra dapibus. Nulla suscipit ligula in lacus.,4.5
912,287,270,344,"Nam ultrices, libero non mattis pulvinar, nulla pede ullamcorper augue, a suscipit nulla elit ac nulla. Sed vel enim sit amet nunc viverra dapibus.",3.3
913,293,271,347,"Quisque erat eros, viverra eget, congue eget, semper rutrum, nulla. Nunc purus.",2.6
914,295,283,348,Aliquam quis turpis eget elit sodales scelerisque. Mauris sit amet eros.,4.5
915,298,286,349,In hac habitasse platea dictumst.,4.9
916,299,287,350,Vivamus tortor.,3.6
917,301,288,355,Duis ac nibh.,3.0
918,304,295,356,Duis aliquam convallis nunc. Proin at turpis a pede posuere nonummy.,1.4
919,309,296,358,Aliquam non mauris. Morbi non lectus.,0.0
920,312,302,360,Aenean lectus.,0.6
921,313,306,361,"Quisque erat eros, viverra eget, congue eget, semper rutrum, nulla. Nunc purus.",4.7
922,316,307,364,Ut tellus. Nulla ut erat id mauris vulputate elementum.,0.3
923,320,310,369,Nullam varius. Nulla facilisi.,0.2
924,321,317,372,Aenean fermentum. Donec ut mauris eget massa tempor convallis.,3.1
925,333,318,375,"Nunc nisl. Duis bibendum, felis sed interdum venenatis, turpis enim blandit mi, in porttitor pede justo eu massa.",1.5
926,336,322,376,Praesent blandit lacinia erat.,5.0
927,337,327,378,Pellentesque eget nunc. Donec quis orci eget orci vehicula condimentum.,1.6
928,338,330,383,Phasellus sit amet erat. Nulla tempus.,0.7
929,339,331,385,Quisque ut erat. Curabitur gravida nisi at nibh.,3.3
930,340,337,386,"Donec ut mauris eget massa tempor convallis. Nulla neque libero, convallis eget, eleifend luctus, ultricies eu, nibh.",2.2
931,342,338,387,Vivamus in felis eu sapien cursus vestibulum.,3.9
932,348,339,397,Nulla facilisi.,1.0
933,350,343,399,"Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus.",2.3
934,351,344,400,Pellentesque viverra pede ac diam. Cras pellentesque volutpat dui.,1.8
935,352,350,401,Aenean fermentum. Donec ut mauris eget massa tempor convallis.,0.8
936,353,351,403,Ut tellus.,0.5
937,354,352,412,Sed sagittis.,1.6
938,355,355,416,Nulla tempus. Vivamus in felis eu sapien cursus vestibulum.,4.6
939,358,358,417,Aenean lectus.,1.1
940,359,359,421,Sed accumsan felis. Ut at dolor quis odio consequat varius.,3.4
941,360,360,423,Phasellus id sapien in sapien iaculis congue.,2.1
942,367,361,425,Nullam molestie nibh in lectus. Pellentesque at nulla.,4.1
943,368,364,427,"Lorem ipsum dolor sit amet, consectetuer adipiscing elit.",1.3
944,369,365,428,Aliquam non mauris.,0.0
945,370,368,432,Donec semper sapien a libero.,1.4
946,373,372,435,Praesent blandit. Nam nulla.,4.3
947,377,377,436,In hac habitasse platea dictumst. Etiam faucibus cursus urna.,0.5
948,386,378,437,Donec semper sapien a libero. Nam dui.,3.3
949,387,379,441,Nulla mollis molestie lorem.,0.4
950,388,380,443,"Vestibulum ac est lacinia nisi venenatis tristique. Fusce congue, diam id ornare imperdiet, sapien urna pretium nisl, ut volutpat sapien arcu sed augue.",2.6
951,389,382,447,"Nam dui. Proin leo odio, porttitor id, consequat in, consequat ut, nulla.",0.3
952,391,387,448,"Donec odio justo, sollicitudin ut, suscipit a, feugiat et, eros.",4.2
953,397,389,449,Sed ante.,4.8
954,401,395,452,Maecenas tincidunt lacus at velit. Vivamus vel nulla eget eros elementum pellentesque.,4.8
955,410,396,454,Ut at dolor quis odio consequat varius. Integer ac leo.,2.3
956,411,403,460,In hac habitasse platea dictumst.,0.2
957,415,407,462,"Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Nulla dapibus dolor vel est. Donec odio justo, sollicitudin ut, suscipit a, feugiat et, eros.",1.2
958,416,408,466,Vivamus in felis eu sapien cursus vestibulum.,2.6
959,418,412,469,"Donec diam neque, vestibulum eget, vulputate ut, ultrices vel, augue. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Donec pharetra, magna vestibulum aliquet ultrices, erat tortor sollicitudin mi, sit amet lobortis sapien sapien non mi.",3.9
960,419,416,473,Maecenas ut massa quis augue luctus tincidunt. Nulla mollis molestie lorem.,3.6
961,420,418,474,Nulla justo. Aliquam quis turpis eget elit sodales scelerisque.,3.6
962,421,423,477,Vestibulum sed magna at nunc commodo placerat.,4.5
963,422,424,485,"Mauris ullamcorper purus sit amet nulla. Quisque arcu libero, rutrum ac, lobortis vel, dapibus at, diam.",1.8
964,426,425,490,Aliquam sit amet diam in magna bibendum imperdiet.,3.4
965,439,426,491,Praesent id massa id nisl venenatis lacinia.,4.9
966,443,434,492,Duis mattis egestas metus. Aenean fermentum.,0.3
967,454,438,493,Proin interdum mauris non ligula pellentesque ultrices. Phasellus id sapien in sapien iaculis congue.,1.5
968,458,443,497,"Donec odio justo, sollicitudin ut, suscipit a, feugiat et, eros.",4.5
969,467,445,499,Duis mattis egestas metus.,0.6
970,469,446,500,"Duis bibendum, felis sed interdum venenatis, turpis enim blandit mi, in porttitor pede justo eu massa.",1.9
971,470,447,502,"Morbi sem mauris, laoreet ut, rhoncus aliquet, pulvinar sed, nisl.",3.0
972,474,448,504,In hac habitasse platea dictumst.,4.4
973,476,451,505,"In blandit ultrices enim. Lorem ipsum dolor sit amet, consectetuer adipiscing elit.",0.2
974,481,452,507,Donec semper sapien a libero. Nam dui.,4.1
975,482,454,510,Integer ac neque.,2.0
976,483,455,514,Curabitur at ipsum ac tellus semper interdum.,4.2
